MWSC,Name,GLON,GLAT,d
1538,NGC_2659,264.171,-1.659,1713.0
1539,NGC_2660,265.925,-3.008,2817.0
1540,ESO_432-03,250.654,8.909,1831.0
1541,FSR_1382,256.962,4.064,1811.0
1542,NGC_2658,254.562,6.072,3123.0
1543,FSR_1371,253.809,6.656,3801.0
1544,ESO_313-11,258.57,3.008,3010.0
1545,ESO_313-12,260.573,1.468,1401.0
1546,FSR_1399,259.934,2.046,3308.0
1547,Ruprecht_68,257.249,4.267,2181.0
1548,Ruprecht_69,266.409,-2.996,2010.0
1549,SAI_94,265.422,-2.171,3886.0
1550,Bochum_7,265.19,-1.972,6059.0
1551,Collinder_197,261.481,0.99,881.0
1552,Collinder_196,253.935,6.966,1393.0
1554,NGC_2670,267.504,-3.629,1294.0
1555,FSR_1434,264.816,-1.514,1367.0
1558,NGC_2671,262.135,0.795,1309.0
1559,ESO_260-06,266.689,-2.829,1211.0
1561,NGC_2669,270.834,-6.075,1057.0
1564,DBSB_27,263.76,-0.404,2479.0
1565,NGC_2664,214.367,31.349,1659.0
1566,ESO_211-01,270.217,-5.442,3413.0
1567,Trumpler_10,262.699,0.646,417.0
1568,FSR_1418,263.963,-0.335,1249.0
1569,ASCC_49,259.314,3.46,629.0
1570,ESO_260-07,266.359,-2.193,1876.0
1571,FSR_1280,237.512,19.749,1298.0
1574,Ruprecht_71,266.386,-1.918,1300.0
1575,vdBergh-Hagen_54,264.478,-0.285,1239.0
1579,ASCC_50,262.509,1.489,846.0
1582,FSR_1424,264.173,0.187,1829.0
1584,FSR_1454,267.814,-2.7,2187.0
1585,NGC_2682,215.684,31.917,890.0
1587,ESO_211-03,269.231,-3.763,4269.0
1589,FSR_1430,264.638,0.089,6737.0
1591,Ruprecht_72,259.536,4.35,2242.0
1592,Ruprecht_158,259.543,4.444,2720.0
1594,FSR_1432,264.708,0.279,1904.0
1595,ESO_371-25,257.997,5.859,2839.0
1597,FSR_1452,267.617,-2.064,2070.0
1599,FSR_1304,241.336,18.667,5168.0
1600,vdBergh-Hagen_55,261.518,3.753,3642.0
1601,FSR_1346,248.946,13.979,3047.0
1604,FSR_1435,264.87,1.122,1296.0
1605,vdBergh-Hagen_56,264.508,1.438,737.0
1606,Muzzio_1,267.951,-1.323,1394.0
1608,FSR_1421,264.104,2.019,1268.0
1609,FSR_1450,266.946,-0.356,1379.0
1612,FSR_1478,271.979,-4.34,1976.0
1613,Collinder_205,269.21,-1.847,1458.0
1615,Ruprecht_73,270.728,-3.041,1621.0
1619,Pismis_10,265.43,1.962,8835.0
1620,FSR_1442,265.693,1.77,1186.0
1622,DBSB_34,268.62,-0.743,1736.0
1623,FSR_1416,263.796,3.904,1649.0
1624,ESO_260-17,267.471,0.645,1808.0
1625,ESO_165-09,274.921,-5.894,656.0
1626,FSR_1402,261.51,6.235,2889.0
1627,FSR_1367,252.674,13.816,2076.0
1628,FSR_1460,269.129,-0.191,1285.0
1629,Platais_8,277.529,-7.832,141.0
1631,FSR_1366,252.627,15.088,1513.0
1632,vdBergh-Hagen_58,275.614,-5.616,2398.0
1633,ESO_166-04,273.895,-3.974,978.0
1634,ESO_261-03,268.989,0.783,1063.0
1635,FSR_1468,269.78,0.15,1005.0
1636,NGC_2808,282.189,-11.251,9612.0
1637,FSR_1389,258.553,10.63,3508.0
1638,FSR_1579,292.106,-19.41,1000.0
1639,Platais_9,266.474,3.263,200.0
1640,FSR_1474,271.321,-0.66,1079.0
1641,DBSB_35,269.732,0.978,1678.0
1642,FSR_1381,256.739,13.263,2795.0
1643,Pismis_11,271.647,-0.703,4767.0
1644,NGC_2818,261.992,8.617,2054.0
1645,DBSB_36,270.269,0.842,748.0
1646,ESO_211-09,271.938,-0.795,2153.0
1647,ASCC_51,286.248,-14.073,496.0
1648,NGC_2849,265.265,6.361,4800.0
1649,ESO_314-14,263.559,8.043,1870.0
1650,Pismis_12,268.63,3.22,2221.0
1651,Ruprecht_159,279.56,-7.488,6347.0
1652,Teutsch_48,274.169,-2.156,6501.0
1653,vdBergh-Hagen_63,271.623,0.404,4131.0
1654,E_3,292.266,-19.015,8104.0
1655,Ruprecht_74,263.031,8.962,3074.0
1656,FSR_1464,269.312,2.983,2220.0
1657,Ruprecht_75,276.784,-4.481,4405.0
1658,NGC_2866,273.118,-0.764,2600.0
1659,FSR_1485,273.722,-1.385,1187.0
1661,FSR_1471,270.718,2.15,1966.0
1663,Ruprecht_76,273.751,-0.927,1332.0
1664,ESO_261-07,268.897,4.107,3360.0
1665,DBSB_39,274.799,-1.966,1864.0
1667,vdBergh-Hagen_66,276.009,-3.007,5664.0
1668,Miller_1,274.998,-1.897,2792.0
1669,vdBergh-Hagen_67,273.756,-0.382,6501.0
1670,Ruprecht_77,276.476,-3.11,4089.0
1671,IC_2488,277.828,-4.416,1138.0
1672,ASCC_52,275.955,-2.399,2200.0
1673,FSR_1577,291.659,-17.873,1561.0
1674,Teutsch_103,270.748,3.208,2663.0
1675,Ruprecht_78,275.695,-1.901,1706.0
1676,FSR_1407,261.955,12.553,3860.0
1677,FSR_1484,273.697,0.377,1847.0
1678,Pismis_14,275.147,-1.139,1775.0
1679,NGC_2910,275.312,-1.183,1882.0
1680,Basel_20,277.767,-3.688,1380.0
1681,vdBergh-Hagen_72,275.486,-1.17,2032.0
1682,vdBergh-Hagen_73,273.619,0.944,2269.0
1683,FSR_1417,263.864,11.377,2210.0
1684,Turner_5,264.301,11.192,400.0
1685,FSR_1391,258.793,16.542,1753.0
1686,NGC_2925,275.908,-1.237,774.0
1687,FSR_1489,274.448,0.376,1211.0
1688,Teutsch_66,275.283,-0.459,4635.0
1689,FSR_1507,277.942,-3.278,1445.0
1690,Pismis_15,272.486,2.872,2558.0
1691,vdBergh-Hagen_75,276.977,-2.061,5984.0
1692,FSR_1431,264.685,11.339,2343.0
1694,NGC_2932,271.752,3.855,2919.0
1695,FSR_1500,276.822,-1.195,1380.0
1696,FSR_1405,261.608,15.319,3860.0
1697,ASCC_53,280.524,-5.278,1786.0
1698,SAI_108,276.254,-0.337,3010.0
1699,NGC_2972,274.685,1.759,1778.0
1700,Hogg_1,274.892,1.601,1594.0
1701,Ruprecht_79,277.087,-0.824,1991.0
1703,Ruprecht_80,270.752,6.706,2183.0
1704,FSR_1496,276.187,0.69,2290.0
1705,SAI_109,275.393,1.766,5246.0
1706,vdBergh-Hagen_78,279.175,-2.608,9763.0
1708,vdBergh-Hagen_79,277.104,-0.115,10270.0
1709,ASCC_54,277.898,-0.897,1751.0
1710,Ruprecht_81,271.234,7.015,3009.0
1711,Ruprecht_82,277.704,-0.45,2228.0
1712,FSR_1541,284.727,-8.5,3575.0
1713,FSR_1451,266.915,12.65,1470.0
1714,FSR_1509,278.661,-1.081,2209.0
1715,NGC_3033,279.582,-2.083,1020.0
1716,FSR_1513,279.186,-1.585,1685.0
1717,Ruprecht_84,285.31,-8.808,1546.0
1718,Ruprecht_83,278.516,-0.611,6020.0
1719,NGC_3036,283.656,-6.828,1268.0
1720,FSR_1566,290.384,-14.458,1537.0
1721,Pismis_16,277.827,0.684,1949.0
1722,Hogg_2,279.84,-1.722,1819.0
1724,ASCC_55,280.578,-2.114,970.0
1725,Collinder_213,276.836,2.771,1464.0
1726,FSR_1475,271.354,9.542,2662.0
1727,FSR_1521,280.432,-1.64,1499.0
1728,ESO_435-09,262.683,19.838,2255.0
1729,Ruprecht_160,274.623,5.992,2187.0
1730,FSR_1498,276.639,3.45,4936.0
1731,FSR_1413,263.222,19.643,2255.0
1732,FSR_1517,279.511,-0.079,6643.0
1734,Hogg_4,279.492,0.15,1772.0
1735,ESO_435-17,264.597,18.827,3603.0
1736,FSR_1554,287.667,-10.138,1513.0
1737,FSR_1481,273.099,8.774,4104.0
1738,FSR_1518,279.611,0.387,1819.0
1739,DBSB_125,281.152,-1.657,2817.0
1740,FSR_1491,275.078,6.401,2234.0
1741,FSR_1524,281.511,-1.994,2541.0
1742,NGC_3105,279.913,0.277,10301.0
1743,vdBergh-Hagen_84,282.053,-2.412,1282.0
1744,DBSB_40,281.743,-2.007,1358.0
1746,Ruprecht_85,280.165,0.173,1286.0
1747,Ruprecht_86,282.841,-3.371,7173.0
1748,vdBergh-Hagen_85,276.919,4.529,2795.0
1749,NGC_3114,283.253,-3.881,944.0
1751,Loden_28,282.196,-2.193,3973.0
1752,ESO_092-05,286.204,-7.535,5168.0
1753,ESO_435-33,266.255,18.64,1182.0
1754,DBSB_43,282.966,-3.079,1940.0
1755,vdBergh-Hagen_87,280.73,0.101,1671.0
1756,Schuster_1,281.0,-0.256,1863.0
1757,Trumpler_11,284.438,-4.859,3884.0
1758,Loden_1,281.04,-0.162,786.0
1760,FSR_1459,268.699,16.257,1759.0
1761,FSR_1465,269.715,15.061,1703.0
1763,Trumpler_12,283.829,-3.693,1435.0
1764,vdBergh-Hagen_88,278.682,3.33,5823.0
1765,FSR_1527,282.132,-1.357,3258.0
1766,Hogg_6,283.953,-3.85,1412.0
1768,FSR_1449,266.773,19.101,2154.0
1770,FSR_1467,269.775,15.629,1606.0
1771,FSR_1535,283.332,-2.688,1602.0
1772,ASCC_56,286.4,-6.877,797.0
1773,Ruprecht_161,284.653,-4.284,976.0
1774,FSR_1530,282.324,-1.061,4153.0
1775,ESO_435-48,264.804,22.282,1819.0
1776,ASCC_57,287.986,-8.604,1483.0
1777,Loden_27,282.152,-0.328,2628.0
1778,vdBergh-Hagen_90,283.121,-1.448,1928.0
1779,DBSB_50,283.827,-2.129,1634.0
1780,ESO_436-02,266.167,22.242,1370.0
1781,ESO_092-18,287.096,-6.646,9548.0
1782,ASCC_58,281.696,1.322,564.0
1783,Ruprecht_87,279.356,4.885,5254.0
1784,DBSB_47,284.758,-3.054,1669.0
1786,Alessi_4,269.895,18.373,2340.0
1787,vdBergh-Hagen_91,283.998,-1.619,749.0
1788,NGC_3201,277.223,8.642,4904.0
1789,FSR_1531,282.828,0.635,2710.0
1790,Ruprecht_88,286.647,-5.195,1876.0
1791,vdBergh-Hagen_92,282.983,0.434,1282.0
1792,DBSB_45,283.879,-0.918,3492.0
1793,ASCC_59,283.82,-0.515,509.0
1794,NGC_3228,280.7,4.549,573.0
1795,Teutsch_44,282.18,2.272,5877.0
1796,ESO_062-08,290.343,-10.22,1983.0
1797,SAI_113,285.051,-1.887,2025.0
1798,Loden_46,282.606,2.075,1184.0
1799,FSR_1572,290.757,-10.524,3494.0
1800,Trumpler_13,285.511,-2.351,2070.0
1801,Westerlund_2,284.257,-0.336,4469.0
1802,FSR_1568,290.425,-9.837,1871.0
1803,Collinder_220,284.556,-0.331,1465.0
1804,NGC_3255,286.102,-2.629,3162.0
1805,IC_2581,284.609,0.025,2221.0
1807,Loden_143,285.36,-0.882,619.0
1808,Ruprecht_89,284.961,-0.34,750.0
1809,Loden_172,286.234,-2.568,1415.0
1810,Hogg_7,286.393,-2.525,4583.0
1811,Hogg_8,286.532,-2.719,4078.0
1812,Loden_89,284.359,0.88,626.0
1813,DBSB_46,284.71,0.338,2565.0
1814,Loden_59,283.061,3.297,570.0
1815,Collinder_223,286.086,-1.67,1376.0
1816,ESO_168-04,283.054,3.497,3084.0
1817,DBSB_48,285.255,-0.046,6057.0
1818,FSR_1536,283.795,2.442,4569.0
1819,Ruprecht_90,285.394,-0.214,2682.0
1820,Loden_112,284.672,1.166,2430.0
1821,DBSB_53,287.215,-3.053,3438.0
1822,DBSB_51,286.23,-1.306,3189.0
1823,ASCC_60,285.671,-0.32,1122.0
1824,Loden_153,285.668,0.085,3015.0
1825,Bochum_9,286.779,-1.583,940.0
1826,NGC_3293,285.848,0.073,2441.0
1827,Loden_165,286.111,-0.356,1330.0
1828,Loden_213,287.675,-3.038,1876.0
1829,Carraro_1,286.231,-0.307,1789.0
1830,NGC_3324,286.219,-0.182,2361.0
1831,vdBergh-Hagen_99,286.52,-0.575,517.0
1835,NGC_3330,284.178,3.857,1250.0
1836,ESO_062-11,291.506,-9.153,2695.0
1837,FSR_1511,278.883,13.527,2473.0
1838,DC_5,286.79,-0.499,4430.0
1839,Saurer_3,285.088,3.005,7075.0
1840,Melotte_101,289.864,-5.551,1999.0
1841,IC_2602,289.482,-4.966,151.0
1842,Bochum_10,287.031,-0.282,2017.0
1843,DBSB_55,288.961,-3.834,5308.0
1844,Alessi_5,288.1,-2.04,384.0
1845,Collinder_228,287.656,-1.05,2358.0
1846,Trumpler_14,287.404,-0.581,2248.0
1849,Trumpler_15,287.395,-0.365,2120.0
1850,Trumpler_16,287.629,-0.649,2671.0
1853,ASCC_61,286.4,1.959,1702.0
1854,Bochum_11,288.02,-0.854,2261.0
1855,Ruprecht_91,286.867,1.491,1095.0
1856,ESO_437-61,273.052,26.224,2409.0
1858,Loden_189,286.734,2.602,819.0
1859,ASCC_62,288.445,-0.641,2322.0
1862,NGC_3446,281.858,12.819,2001.0
1863,vdBergh-Hagen_106,286.048,4.668,3137.0
1864,Teutsch_31,288.377,0.023,2918.0
1865,Ruprecht_162,289.621,-2.536,3019.0
1866,Ruprecht_92,289.428,-1.957,2211.0
1867,ESO_128-16,287.931,1.158,973.0
1868,Kronberger_39,289.518,-1.949,4372.0
1869,ASCC_63,289.131,-0.673,2686.0
1870,Trumpler_17,288.681,0.433,2194.0
1871,Graham_1,290.314,-2.992,2577.0
1872,Collinder_236,289.592,-1.235,823.0
1873,Bochum_12,289.849,-1.783,2485.0
1874,Hogg_9,288.835,0.693,1751.0
1876,Turner_6,289.086,0.335,3600.0
1877,Teutsch_106,289.155,0.309,6702.0
1878,NGC_3496,289.513,-0.412,1359.0
1880,ESO_265-01,283.358,13.293,3162.0
1881,Sher_1,289.626,-0.239,5801.0
1882,Pismis_17,289.486,0.087,2255.0
1884,ASCC_64,290.135,-0.762,1700.0
1885,Ruprecht_93,290.444,-1.123,1619.0
1886,Ruprecht_163,293.159,-7.113,3019.0
1887,Shorlin_2,290.547,-0.953,4129.0
1888,DBSB_60,291.042,-2.079,3740.0
1889,Loden_306,290.537,-0.81,1939.0
1890,NGC_3532,289.577,1.379,454.0
1891,Shorlin_1,290.627,-0.905,5594.0
1892,Feinstein_1,290.113,0.423,1414.0
1894,vdBergh-Hagen_110,290.816,-1.06,1879.0
1896,ESO_502-19,276.012,30.7,1338.0
1897,Chamaleon_I,297.004,-15.724,380.0
1898,Teutsch_143a,290.69,-0.294,4231.0
1900,FSR_1584,292.417,-4.293,2241.0
1901,vdBergh-Hagen_111,291.933,-3.162,2634.0
1902,FSR_1556,287.959,6.375,3708.0
1904,Loden_309,290.747,-0.124,765.0
1905,Loden_280,290.196,1.238,5246.0
1906,NGC_3572,290.704,0.204,1997.0
1907,Basel_17,290.256,1.336,1697.0
1908,Hogg_10,290.793,0.095,1920.0
1909,ASCC_65,291.1,-0.579,1934.0
1910,DBSB_62,291.202,-0.716,2187.0
1911,Trumpler_18,290.994,-0.126,1422.0
1913,Hogg_11,290.894,0.13,2554.0
1915,ESO_570-12,274.065,35.909,1268.0
1918,Hogg_12,291.106,-0.188,1664.0
1920,NGC_3590,291.2,-0.162,1660.0
1921,Stock_13,290.492,1.596,1577.0
1922,ASCC_66,289.288,4.82,1032.0
1923,FSR_1585,292.655,-3.567,4465.0
1924,Trumpler_19,290.15,2.908,1968.0
1925,FSR_1543,285.273,15.207,2662.0
1926,NGC_3603,291.64,-0.499,7158.0
1927,Hogg_13,291.381,0.479,2208.0
1928,DBSB_66,291.842,-0.673,7511.0
1930,IC_2714,292.401,-1.803,1224.0
1931,FSR_1561,289.368,6.621,3280.0
1932,ESO_093-08,293.501,-4.036,13797.0
1933,Melotte_105,292.894,-2.403,2202.0
1935,FSR_1569,290.67,3.874,3336.0
1936,ESO_129-19,291.25,2.597,1791.0
1937,FSR_1560,289.316,8.239,3001.0
1938,FSR_1586,292.821,-1.2,2863.0
1939,vdBergh-Hagen_118,291.524,2.361,1221.0
1940,FSR_1598,297.199,-13.132,3575.0
1941,DBSB_64,291.917,2.054,5254.0
1942,NGC_3680,286.752,16.927,946.0
1943,FSR_1593,295.437,-7.085,1825.0
1944,FSR_1580,292.165,2.604,2511.0
1946,DBSB_68,293.747,-1.712,1777.0
1950,Ruprecht_94,294.042,-2.01,2932.0
1951,Ruprecht_164,293.237,0.599,1297.0
1952,Loden_372,292.547,2.762,1208.0
1953,FSR_1583,292.381,3.608,1639.0
1954,Loden_402,293.398,0.697,1513.0
1955,FSR_1607,298.715,-15.597,1561.0
1956,DBSB_69,294.333,-1.714,2273.0
1957,IC_2944,294.495,-1.314,2098.0
1958,NGC_3766,294.122,-0.032,1685.0
1959,FSR_1591,294.512,-1.072,1538.0
1960,vdBergh-Hagen_121,294.81,-1.626,2937.0
1961,IC_2948,294.977,-1.756,2796.0
1963,ASCC_67,294.549,0.721,1500.0
1964,Bica_5,294.941,-0.639,1687.0
1965,Lynga_15,295.037,-0.701,1380.0
1966,Ruprecht_95,294.843,0.651,1634.0
1968,Stock_14,295.214,-0.663,2454.0
1969,FSR_1573,290.861,15.365,2020.0
1970,ESO_129-32,294.881,0.761,1560.0
1971,FSR_1597,296.473,-5.052,2879.0
1972,FSR_1574,290.898,15.649,1389.0
1973,Loden_467,295.381,-0.529,2569.0
1975,DBSB_72,296.216,-3.538,4494.0
1976,FSR_1595,295.604,-0.695,4416.0
1977,DBSB_70,295.686,-0.298,1274.0
1978,SAI_116,295.757,-0.219,2382.0
1979,NGC_3909,292.488,13.417,1792.0
1981,DBSB_73,296.478,-2.766,4532.0
1982,NGC_3960,294.373,6.191,1884.0
1983,Ruprecht_96,295.909,-0.105,1251.0
1984,Loden_481,295.827,0.78,1634.0
1985,Teutsch_77,296.317,-0.477,1920.0
1986,Loden_480,295.65,3.693,1305.0
1987,Ruprecht_97,296.777,-0.483,1537.0
1988,Ruprecht_98,297.323,-2.287,610.0
1990,Feigelson_1,300.311,-15.716,117.0
1991,NGC_4052,297.31,-0.889,1210.0
1992,Juchert_13,297.526,-1.749,2795.0
1993,ASCC_68,297.055,1.399,920.0
1994,Ruprecht_99,297.675,-1.476,719.0
1995,Ruprecht_100,297.702,-0.207,2589.0
1996,ASCC_69,299.019,-7.249,774.0
1997,NGC_4103,297.568,1.158,1659.0
1998,ESO_130-06,297.381,3.104,1198.0
1999,FSR_1605,298.351,-2.7,4430.0
2000,Loden_565,297.627,1.736,703.0
2001,DBSB_75,298.168,-0.789,4564.0
2002,Ruprecht_101,298.197,-0.516,2856.0
2004,NGC_4147,252.815,77.187,19305.0
2005,ESO_130-08,297.727,2.939,800.0
2007,Ruprecht_102,298.604,-0.174,1609.0
2008,FSR_1602,297.771,5.713,3330.0
2009,Saurer_4,298.78,-1.017,5179.0
2010,ASCC_70,298.984,-1.806,2652.0
2011,DBSB_129,298.843,-0.321,6976.0
2012,Ruprecht_103,298.408,4.154,1298.0
2013,NGC_4230,298.023,7.43,2630.0
2014,FSR_1626,301.712,-18.709,2671.0
2015,Loden_615,299.656,-2.096,826.0
2016,ASCC_71,299.993,-4.83,1209.0
2017,FSR_1608,298.825,5.449,7354.0
2018,FSR_1604,298.241,11.135,3414.0
2020,Melotte_111,219.018,83.799,87.0
2021,ESO_130-13,299.347,3.012,1509.0
2023,NGC_4337,299.298,4.564,2874.0
2024,NGC_4349,299.727,0.836,2155.0
2025,FSR_1610,299.126,6.509,4640.0
2026,ESO_064-05,300.471,-5.738,1239.0
2028,Ruprecht_104,299.672,2.263,2702.0
2029,NGC_4372,300.99,-9.881,5807.0
2030,vdBergh-Hagen_131,300.102,-0.664,4430.0
2031,Loden_624,299.963,0.93,1423.0
2032,vdBergh-Hagen_132,300.259,-1.319,1859.0
2033,Collinder_258,299.976,1.961,1278.0
2034,FSR_1609,298.9,14.215,4467.0
2035,NGC_4439,300.066,2.637,1659.0
2036,Ruprecht_165,299.732,6.302,2082.0
2037,Hogg_14,300.073,2.939,1036.0
