MWSC,Name,GLON,GLAT,d
3521,NGC_7092,92.409,-2.23,310.0
3524,NGC_7084,69.953,-24.196,1259.0
3525,FSR_0317,96.111,1.572,1934.0
3526,NGC_7089,53.363,-35.766,11507.0
3527,FSR_0307,94.252,-0.783,1500.0
3528,NGC_7093,91.015,-4.396,2500.0
3529,FSR_0312,94.452,-0.748,2700.0
3530,FSR_0320,96.378,1.254,4724.0
3531,FSR_0389,107.432,13.087,1988.0
3532,Kronberger_84,96.262,1.073,1310.0
3533,FSR_0324,96.534,1.254,4166.0
3534,BDSB_22,95.667,0.232,2014.0
3535,FSR_0386,107.116,12.617,1135.0
3537,FSR_0277,87.793,-8.678,3265.0
3538,FSR_0326,96.758,1.069,8700.0
3539,IC_1396,99.291,3.735,600.0
3540,FSR_0264,85.159,-12.056,2398.0
3542,ASCC_114,97.063,0.997,590.0
3543,NGC_7099,27.174,-46.836,8109.0
3544,IRAS_21388+5622,98.876,2.911,7061.0
3545,FSR_0316,96.074,-0.337,1940.0
3546,BDSB_31,105.301,9.932,1300.0
3549,NGC_7129,105.392,9.887,1046.0
3551,FSR_0323,96.485,-0.408,6699.0
3552,Barkhatova_2,95.585,-1.553,1100.0
3553,NGC_7127,97.893,1.138,2300.0
3554,NGC_7128,97.332,0.447,2301.0
3555,FSR_0303,93.403,-4.411,6002.0
3556,FSR_0250,82.136,-16.965,2489.0
3557,NGC_7142,105.359,9.492,2200.0
3558,Teutsch_74,100.36,3.61,3330.0
3559,FSR_0334,98.695,1.533,2201.0
3560,FSR_0319,96.156,-1.58,1680.0
3561,Palomar_12,30.502,-47.677,18996.0
3562,FSR_0333,98.478,1.053,6001.0
3564,FSR_0322,96.475,-2.121,1867.0
3565,FSR_0305,93.842,-5.379,2443.0
3566,FSR_0325,96.622,-2.015,1800.0
3567,FSR_0336,99.074,0.934,1116.0
3568,FSR_0351,102.488,5.154,1239.0
3570,FSR_0338,99.227,0.936,14655.0
3571,IC_5146,94.389,-5.506,770.0
3572,NGC_7160,104.012,6.461,800.0
3573,FSR_0266,85.611,-16.14,1513.0
3574,Berkeley_93,105.041,7.354,5733.0
3575,ASCC_115,97.447,-2.488,750.0
3576,ASCC_116,99.482,-0.313,1500.0
3577,NGC_7175,99.73,-0.125,2500.0
3578,FSR_0318,96.125,-4.702,7002.0
3579,FSR_0279,87.928,-15.832,1819.0
3580,FSR_0344,100.055,-0.328,2300.0
3582,FSR_0437,113.489,16.675,1731.0
3583,Dolidze_56,103.347,3.549,7000.0
3584,ASCC_117,104.885,5.364,1500.0
3585,NGC_7209,95.502,-7.262,1250.0
3586,FSR_0341,99.631,-1.87,6000.0
3587,Collinder_471,110.857,13.078,2210.0
3588,FSR_0342,99.775,-2.241,1942.0
3589,ASCC_118,104.486,4.2,1033.0
3590,FSR_0358,103.333,2.197,2578.0
3591,NGC_7226,101.397,-0.595,3001.0
3592,IC_1434,99.936,-2.671,3210.0
3593,FSR_0364,104.123,3.212,3399.0
3594,FSR_0354,102.781,1.197,1169.0
3595,NGC_7235,102.687,0.781,2700.0
3596,vdBergh_150,112.051,13.955,3990.0
3597,Teutsch_125,103.748,2.129,1445.0
3598,vdBergh_152,110.187,11.413,1964.0
3599,Teutsch_126,101.988,-0.573,1819.0
3600,PTB_3,110.14,11.2,3220.0
3601,BDSB_30,105.299,4.054,1490.0
3602,NGC_7243,98.845,-5.548,850.0
3603,NGC_7245,101.364,-1.866,4000.0
3604,King_9,101.439,-1.834,8001.0
3605,Kumar_21,104.716,2.833,2500.0
3606,IC_1442,101.265,-2.208,1750.0
3607,FSR_0369,105.139,3.392,4427.0
3609,FSR_0356,103.09,-0.089,2200.0
3610,FSR_0366,104.356,1.748,5610.0
3611,Pismis-Moreno_1,106.659,5.289,800.0
3612,SBB_2,102.775,-0.698,4938.0
3614,ASCC_119,97.64,-8.349,1200.0
3615,FSR_0378,105.877,3.89,10000.0
3617,NGC_7261,104.06,0.881,2692.0
3618,Berkeley_94,103.13,-1.188,2600.0
3621,FSR_0388,107.263,5.164,1050.0
3622,Teutsch_53,105.719,2.55,5502.0
3623,PTB_2,111.815,11.895,3093.0
3624,NGC_7281,104.416,0.307,1600.0
3625,NGC_7296,101.886,-4.586,2013.0
3626,Berkeley_95,105.468,1.208,1800.0
3628,Teutsch_76,106.815,3.309,3501.0
3630,Berkeley_96,103.717,-2.098,3200.0
3631,ASCC_120,104.685,-0.592,1500.0
3632,ASCC_121,103.545,-2.648,2701.0
3633,FSR_0357,103.087,-3.413,2500.0
3634,FSR_0405,109.8,7.398,5213.0
3636,FSR_0365,104.172,-2.217,3864.0
3637,ASCC_122,95.936,-15.958,700.0
3638,FSR_0328,97.905,-12.805,5312.0
3639,FSR_0330,98.064,-12.809,1900.0
3640,FSR_0331,98.204,-12.774,3001.0
3641,FSR_0377,105.744,0.062,2300.0
3643,Teutsch_39,95.466,-17.855,600.0
3644,FSR_0398,108.826,5.026,1200.0
3647,FSR_0362,103.991,-4.308,5501.0
3648,Berkeley_97,106.64,0.384,1800.0
3650,Czernik_42,107.101,1.159,4001.0
3652,FSR_0381,106.626,-0.38,3552.0
3653,FSR_0385,106.945,0.106,1726.0
3654,ASCC_123,104.709,-3.994,250.0
3655,Berkeley_98,103.839,-5.665,4201.0
3656,FSR_0446,114.892,14.391,2210.0
3657,FSR_0449,115.36,14.81,2251.0
3659,NGC_7380,107.118,-0.918,1800.0
3660,LDN_1211,108.954,2.554,6002.0
3661,Teutsch_54,107.896,0.581,4004.0
3663,ASCC_124,101.67,-11.388,700.0
3665,FSR_0428,112.358,8.749,3616.0
3667,FSR_0429,112.516,8.646,4051.0
3668,FSR_0384,106.747,-2.963,3402.0
3669,King_18,107.768,-1.019,2550.0
3670,FSR_0404,109.599,2.34,5763.0
3671,FSR_0406,109.843,2.756,7154.0
3672,NGC_7419,109.117,1.107,2100.0
3673,King_10,108.492,-0.401,2750.0
3674,NGC_7423,107.611,-2.28,6001.0
3675,FSR_0394,108.313,-0.809,4739.0
3676,NGC_7429,108.932,0.264,1250.0
3677,ASCC_125,110.183,2.728,569.0
3682,NGC_7438,106.719,-4.869,1000.0
3683,FSR_0423,111.464,5.174,3801.0
3685,BDSB_37,109.09,-0.353,2275.0
3686,FSR_0401,109.406,-0.237,3208.0
3687,FSR_0413,110.704,2.669,1800.0
3688,FSR_0414,110.837,2.713,957.0
3689,FSR_0416,110.908,2.771,700.0
3690,Cep_OB5,108.457,-2.753,1819.0
3691,Cep_OB3,111.229,2.985,668.0
3692,FSR_0418,111.192,2.756,2926.0
3696,FSR_0371,105.281,-10.954,3541.0
3699,ASCC_126,106.518,-8.407,900.0
3702,Pfleiderer_3,110.686,0.483,5500.0
3703,King_19,110.557,0.158,2000.0
3704,ASCC_127,112.296,4.111,400.0
3705,NGC_7492,53.37,-63.473,26303.0
3706,NGC_7510,110.899,0.072,2100.0
3707,NGC_7538,111.534,0.809,2800.0
3709,FSR_0417,110.966,-0.735,2180.0
3710,FSR_0425,111.586,0.557,2644.0
3711,FSR_0422,111.46,0.096,1200.0
3712,Markarian_50,111.328,-0.256,2300.0
3713,FSR_0430,112.697,3.205,871.0
3716,IRAS_23151+5912,111.237,-1.249,2900.0
3718,PTB_4,115.18,8.615,2000.0
3719,Cas_OB2,111.966,-0.17,2800.0
3720,ASCC_128,110.028,-5.926,900.0
3721,BDSB_44,112.221,0.226,2500.0
3722,Berkeley_99,115.945,10.145,4999.0
3723,FSR_0370,105.155,-18.857,2062.0
3724,Dolidze_46,110.523,-4.961,1450.0
3725,NGC_7654,112.818,0.477,1350.0
3726,Czernik_43,112.865,0.184,2500.0
3727,Berkeley_100,113.648,2.456,2700.0
3729,FSR_0466,116.864,11.325,2227.0
3730,ASCC_129,111.288,-5.367,2000.0
3731,FSR_0427,111.886,-4.161,1633.0
3732,FSR_0442,113.971,1.986,1252.0
3734,NGC_7686,109.451,-11.553,2100.0
3735,Skiff_J2330+60.2,113.019,-1.057,1801.0
3736,FSR_0435,112.984,-1.542,805.0
3737,Berkeley_101,114.496,2.627,3000.0
3738,Stock_11,111.79,-5.32,1600.0
3739,King_20,112.842,-2.873,1850.0
3740,Czernik_44,113.909,0.435,1536.0
3742,FSR_0492,119.892,18.812,2650.0
3743,Stock_12,111.437,-8.488,430.0
3744,FSR_0472,117.664,11.761,5501.0
3745,NGC_7708,117.382,10.791,1952.0
3746,FSR_0464,116.884,8.676,3330.0
3747,Aveni-Hunter_1,110.457,-12.517,500.0
3748,SAI_149,114.022,-1.054,1799.0
3750,Berkeley_102,113.027,-4.847,4900.0
3751,BDSB_46,114.603,0.217,2000.0
3752,FSR_0441,113.958,-3.115,1998.0
3753,FSR_0443,114.296,-2.652,1821.0
3754,Stock_17,115.12,0.321,2400.0
3755,Berkeley_103,114.561,-2.495,1800.0
3756,FSR_0448,115.192,-0.995,2012.0
3757,Negueruela_1,115.778,1.239,2800.0
3759,King_11,117.159,6.49,2850.0
3760,Teutsch_23,115.782,1.008,2800.0
3762,King_21,115.933,0.665,2101.0
3763,PTB_9,117.213,5.843,850.0
3764,Pfleiderer_4,115.962,0.267,7722.0
3765,FSR_0465,116.873,4.026,4601.0
3766,FSR_0451,115.674,-1.192,1732.0
3767,NGC_7772,102.728,-44.276,1250.0
3768,ASCC_130,116.195,0.344,3500.0
3769,PTB_6,117.473,5.945,2750.0
3770,BDSB_47,115.789,-1.593,1800.0
3771,King_12,116.121,-0.141,2400.0
3772,Kronberger_55,116.309,0.656,1988.0
3774,Harvard_21,116.209,-0.386,2501.0
3775,FSR_0440,113.682,-11.709,6656.0
3776,Czernik_45,117.011,2.386,2501.0
3777,NGC_7788,116.424,-0.784,2200.0
3779,NGC_7789,115.534,-5.367,1800.0
3780,Frolov_1,116.555,-0.581,2000.0
3781,NGC_7790,116.579,-1.021,2900.0
3782,NGC_7795,116.261,-2.093,4901.0
3783,FSR_0460,116.561,-1.532,5875.0
3784,NGC_7762,117.197,5.838,780.0
4005,MWSC_4005,303.85,-31.573,1159.0
4114,MWSC_4114,289.714,-28.731,962.0
4116,MWSC_4116,269.071,-27.208,1743.0
4119,MWSC_4119,267.671,-20.653,2347.0
4131,MWSC_4131,178.664,33.536,1058.0
4137,MWSC_4137,294.396,-20.461,1209.0
4138,MWSC_4138,289.628,-16.163,1908.0
4140,MWSC_4140,293.037,-18.529,2465.0
4146,MWSC_4146,281.169,17.66,1419.0
4158,MWSC_4158,301.42,24.544,1616.0
4170,MWSC_4170,312.447,22.85,1548.0
4176,MWSC_4176,304.948,-22.925,1093.0
4178,MWSC_4178,320.272,14.667,3515.0
4194,MWSC_4194,343.417,34.512,2089.0
4210,MWSC_4210,334.835,16.487,2432.0
4211,MWSC_4211,334.869,15.262,2361.0
4212,MWSC_4212,339.699,20.76,2221.0
4218,MWSC_4218,338.909,17.343,993.0
4219,MWSC_4219,307.903,-22.037,1606.0
4225,MWSC_4225,351.231,27.547,2495.0
4228,MWSC_4228,343.205,17.55,1312.0
4229,MWSC_4229,342.787,16.484,1148.0
4248,MWSC_4248,346.715,15.383,1618.0
4265,MWSC_4265,357.685,19.864,2153.0
4267,MWSC_4267,356.94,19.168,4001.0
4286,MWSC_4286,350.548,10.37,1564.0
4287,MWSC_4287,355.485,14.07,2524.0
4288,MWSC_4288,17.003,27.915,1994.0
4289,MWSC_4289,358.852,15.632,2183.0
4290,MWSC_4290,8.956,22.483,2628.0
4301,MWSC_4301,38.18,32.723,1355.0
4312,MWSC_4312,3.03,12.665,1384.0
4316,MWSC_4316,78.642,36.379,1905.0
4317,MWSC_4317,21.991,22.93,2391.0
4330,MWSC_4330,8.182,13.033,1434.0
4349,MWSC_4349,333.768,-12.271,3210.0
4355,MWSC_4355,2.437,5.516,1113.0
4375,MWSC_4375,34.944,17.28,3772.0
4383,MWSC_4383,48.688,21.423,2082.0
4408,MWSC_4408,334.203,-19.064,2167.0
4409,MWSC_4409,58.789,21.009,2740.0
4410,MWSC_4410,340.628,-16.771,2202.0
4429,MWSC_4429,343.617,-18.655,2051.0
4463,MWSC_4463,331.551,-25.042,1406.0
4475,MWSC_4475,6.977,-16.59,1681.0
4483,MWSC_4483,327.128,-27.432,1397.0
4484,MWSC_4484,13.271,-17.519,1667.0
4486,MWSC_4486,335.952,-27.341,2228.0
4498,MWSC_4498,351.937,-25.997,1537.0
4500,MWSC_4500,5.964,-22.657,1423.0
4511,MWSC_4511,15.539,-21.39,3957.0
4545,MWSC_4545,349.127,-32.426,1070.0
4547,MWSC_4547,43.847,-17.151,4298.0
4555,MWSC_4555,32.229,-24.195,1740.0
4561,MWSC_4561,49.34,-17.49,1968.0
4572,MWSC_4572,29.803,-28.735,1402.0
4602,MWSC_4602,59.287,-22.88,1274.0
4606,MWSC_4606,37.884,-35.042,956.0
4622,MWSC_4622,32.917,-41.939,1075.0
4668,MWSC_4668,310.708,-38.172,775.0
4674,MWSC_4674,120.487,21.563,1166.0
4682,MWSC_4682,305.405,-33.835,1065.0
4688,MWSC_4688,303.906,-30.291,1336.0
5004,MWSC_5004,126.223,24.716,2274.0
5010,MWSC_5010,127.314,26.485,3553.0
5011,MWSC_5011,152.192,20.919,1272.0
5012,MWSC_5012,157.507,19.514,2492.0
5016,MWSC_5016,176.994,20.373,2276.0
5018,MWSC_5018,196.512,19.269,2070.0
5019,MWSC_5019,186.948,23.949,1534.0
5022,MWSC_5022,222.559,19.021,1308.0
5029,MWSC_5029,237.489,18.928,1953.0
5033,MWSC_5033,194.733,38.814,1530.0
5038,MWSC_5038,203.901,41.284,1953.0
5042,MWSC_5042,239.297,28.473,1762.0
5044,MWSC_5044,196.639,44.974,2729.0
5051,MWSC_5051,243.267,33.615,1365.0
5058,MWSC_5058,225.93,49.075,1191.0
5060,MWSC_5060,254.381,33.254,1445.0
5062,MWSC_5062,250.618,37.05,5232.0
5071,MWSC_5071,270.048,24.29,1965.0
5076,MWSC_5076,130.371,36.809,9842.0
5083,MWSC_5083,276.33,24.437,4860.0
5088,MWSC_5088,279.044,25.537,2831.0
5116,MWSC_5116,287.001,24.286,1622.0
5117,MWSC_5117,279.955,41.844,1380.0
5122,MWSC_5122,285.506,31.781,1947.0
5149,MWSC_5149,294.589,29.322,1542.0
5154,MWSC_5154,286.447,66.068,799.0
5186,MWSC_5186,307.232,29.756,1947.0
5191,MWSC_5191,308.331,28.444,1318.0
5215,MWSC_5215,313.703,19.887,3118.0
5224,MWSC_5224,318.363,29.259,1876.0
5231,MWSC_5231,326.818,39.809,1935.0
5273,MWSC_5273,331.281,18.94,1599.0
5279,MWSC_5279,341.397,30.783,2066.0
5289,MWSC_5289,336.519,20.302,1672.0
5292,MWSC_5292,341.147,24.6,2276.0
5293,MWSC_5293,339.1,21.061,1414.0
5295,MWSC_5295,352.49,33.365,1764.0
5299,MWSC_5299,342.166,20.604,4473.0
5300,MWSC_5300,357.003,33.93,1506.0
5301,MWSC_5301,343.789,21.269,3950.0
5309,MWSC_5309,350.308,19.698,1724.0
5311,MWSC_5311,351.58,20.219,1410.0
5312,MWSC_5312,357.392,25.109,2910.0
5316,MWSC_5316,352.845,20.185,1390.0
5318,MWSC_5318,357.893,22.621,1169.0
5319,MWSC_5319,359.69,23.908,1326.0
5321,MWSC_5321,6.076,26.616,7655.0
5323,MWSC_5323,7.707,27.606,1925.0
5326,MWSC_5326,359.941,20.449,1637.0
5329,MWSC_5329,7.837,22.837,1111.0
5333,MWSC_5333,35.462,34.51,1968.0
5337,MWSC_5337,17.276,21.294,1791.0
5338,MWSC_5338,32.395,28.423,2767.0
5340,MWSC_5340,26.981,25.357,1361.0
5343,MWSC_5343,38.555,29.006,1626.0
5344,MWSC_5344,25.8,23.398,1604.0
5346,MWSC_5346,23.764,21.91,1952.0
5348,MWSC_5348,35.107,26.477,3440.0
5350,MWSC_5350,26.947,22.112,1914.0
5351,MWSC_5351,27.505,22.041,1288.0
5354,MWSC_5354,35.751,25.067,1004.0
5356,MWSC_5356,25.813,19.766,1151.0
5358,MWSC_5358,29.937,19.304,1553.0
5359,MWSC_5359,30.508,19.307,1721.0
5365,MWSC_5365,54.222,24.369,2354.0
5366,MWSC_5366,57.691,24.307,1658.0
5367,MWSC_5367,46.186,19.361,2044.0
5368,MWSC_5368,45.574,19.046,2597.0
5370,MWSC_5370,75.889,20.739,1454.0
5371,MWSC_5371,76.657,20.03,1902.0
5373,MWSC_5373,86.739,20.457,1664.0
5374,MWSC_5374,91.659,20.27,1732.0
5377,MWSC_5377,113.502,19.189,1434.0
5533,MWSC_5533,122.314,-21.271,2853.0
5558,MWSC_5558,129.693,-24.499,2020.0
5571,MWSC_5571,134.889,-19.971,1397.0
5572,MWSC_5572,299.175,-37.698,1472.0
5575,MWSC_5575,300.483,-33.748,2191.0
5602,MWSC_5602,158.811,-30.325,1184.0
5604,MWSC_5604,251.404,-57.905,1437.0
5621,MWSC_5621,168.239,-24.63,1468.0
5623,MWSC_5623,169.098,-21.307,1211.0
5627,MWSC_5627,175.113,-20.867,1659.0
5633,MWSC_5633,186.72,-25.025,1481.0
5634,MWSC_5634,179.183,-19.105,1991.0
5645,MWSC_5645,189.95,-18.875,2371.0
5651,MWSC_5651,195.402,-19.263,2485.0
5656,MWSC_5656,199.56,-19.873,1847.0
5665,MWSC_5665,249.354,-25.068,934.0
5667,MWSC_5667,239.068,-20.506,2290.0
5668,MWSC_5668,236.763,-19.348,2141.0
5670,MWSC_5670,261.485,-19.043,1682.0
5671,MWSC_5671,284.576,-24.945,2001.0
5672,MWSC_5672,290.189,-25.35,1288.0
5674,MWSC_5674,283.172,-19.443,1803.0
5676,MWSC_5676,288.641,-19.361,1604.0
5679,MWSC_5679,294.025,-19.705,1122.0
5680,MWSC_5680,293.857,-18.786,1050.0
5681,MWSC_5681,298.37,-20.304,1700.0
5684,MWSC_5684,302.966,-23.773,1432.0
5685,MWSC_5685,303.44,-19.182,1581.0
5688,MWSC_5688,309.439,-19.269,1236.0
5691,MWSC_5691,321.885,-18.881,2241.0
5692,MWSC_5692,306.56,-26.142,1555.0
5694,MWSC_5694,326.935,-19.698,1570.0
5696,MWSC_5696,331.444,-19.549,2308.0
5697,MWSC_5697,332.632,-20.778,1496.0
5698,MWSC_5698,316.596,-25.947,2069.0
5701,MWSC_5701,342.212,-21.337,1467.0
5704,MWSC_5704,357.158,-19.329,1604.0
5705,MWSC_5705,350.885,-21.768,1861.0
5706,MWSC_5706,1.583,-18.918,1558.0
5708,MWSC_5708,1.303,-19.518,1844.0
5712,MWSC_5712,4.119,-21.474,1654.0
5713,MWSC_5713,2.762,-21.945,2265.0
5715,MWSC_5715,12.402,-20.564,2170.0
5717,MWSC_5717,16.469,-19.336,2097.0
5720,MWSC_5720,21.81,-19.004,1639.0
5723,MWSC_5723,337.003,-29.497,1195.0
5726,MWSC_5726,27.037,-19.919,2038.0
5731,MWSC_5731,25.792,-22.905,3377.0
5732,MWSC_5732,29.186,-21.863,2203.0
5735,MWSC_5735,30.489,-22.722,1970.0
5737,MWSC_5737,24.876,-25.37,2495.0
5740,MWSC_5740,42.304,-18.954,2255.0
5744,MWSC_5744,358.445,-33.757,1836.0
5745,MWSC_5745,40.258,-21.511,1639.0
5748,MWSC_5748,44.977,-21.355,1388.0
5749,MWSC_5749,315.018,-31.446,1890.0
5751,MWSC_5751,52.837,-18.912,1532.0
5764,MWSC_5764,67.765,-18.873,2297.0
5779,MWSC_5779,78.371,-20.392,2642.0
5782,MWSC_5782,75.002,-24.327,1732.0
5800,MWSC_5800,91.168,-24.177,1679.0
5804,MWSC_5804,82.777,-37.695,1896.0
5811,MWSC_5811,57.842,-60.611,1261.0
5828,MWSC_5828,110.86,-20.019,2207.0
5901,MWSC_5901,191.995,19.916,709.0
5963,MWSC_5963,215.029,-19.77,430.0
